block,SNPs,hits,Z,top_candidate_p,Z_pVal,chrom,mid_pos,n_up,n_dn,lead_pos,lead_ref,mean_beta,dir,fdr,bonferroni
1_168,18,3,4.024107870122986,0.0007291598430539,0.0219975133384323,Chr1,1100501.0,16,2,1044086,162,0.06977042,up-in-warm,0.87863952588057,False
5_1166,4,1,3.5105368561374872,0.03940399,0.0221921371199923,Chr5,15411258.0,3,1,15413473,1,-0.017387116,down-in-warm,0.87863952588057,False
2_1845,7,1,3.619649891628991,0.06793465209301,0.0222726674634619,Chr2,17196922.0,6,1,17197078,1,0.04924199,up-in-warm,0.87863952588057,False
4_3060,9,1,3.681921062270484,0.0864827525163591,0.0227369460523643,Chr4,18584539.0,5,4,18584539,1,0.01755567,up-in-warm,0.87863952588057,False
3_2697,7,2,3.6071186343575583,0.00203104163494,0.0227991882737972,Chr3,18070243.0,3,4,18070243,1,-0.03566646,down-in-warm,0.87863952588057,False
3_1349,2,1,3.420676748638229,0.0199,0.0228407885676342,Chr3,10753254.0,0,2,10752858,310,-0.08330881,down-in-warm,0.87863952588057,False
3_2640,2,2,3.41623710373229,0.0001,0.0230331564890683,Chr3,17712962.0,2,0,17712893,2,0.06289561,up-in-warm,0.87863952588057,False
2_1897,15,1,3.890317165567811,0.1399416453587116,0.0230960208874362,Chr2,17586040.0,11,4,17580899,188,0.060631555,up-in-warm,0.87863952588057,False
3_2441,4,1,3.488156552190559,0.03940399,0.0231460763351705,Chr3,17296480.5,2,2,17299149,2128,0.015528943,up-in-warm,0.87863952588057,False
1_5157,2,1,3.413216425070415,0.0199,0.0231648197350246,Chr1,29783013.5,0,2,29782603,59,-0.14687349,down-in-warm,0.87863952588057,False
1_2436,1,1,3.375159853164272,0.01,0.0231918742975573,Chr1,17715269.0,1,0,17715269,189,0.17864527,up-in-warm,0.87863952588057,False
2_228,4,1,3.486829985559376,0.03940399,0.02320368763489,Chr2,650335.5,2,2,649588,174,-0.030238487,down-in-warm,0.87863952588057,False
3_515,14,2,3.850802843015147,0.0084012440111661,0.0232508705141328,Chr3,4775803.0,3,11,4775803,1,-0.055568457,down-in-warm,0.87863952588057,False
2_976,53,3,5.154339225081509,0.0161548637786835,0.023327416566905,Chr2,9889655.0,24,29,9890943,789,0.0073039187,up-in-warm,0.87863952588057,False
5_222,8,2,3.631043900284304,0.0026900777395207,0.0233460192372796,Chr5,1353477.0,1,7,1353807,2,-0.021618664,down-in-warm,0.87863952588057,False
2_333,17,2,3.953568677279206,0.0123089855299442,0.0234330661048981,Chr2,979839.0,4,13,981595,156,-0.060020644,down-in-warm,0.87863952588057,False
4_1770,6,3,3.5531683910267686,1.955359000000005e-05,0.0235370012658617,Chr4,9668905.0,5,1,9668905,2,0.07603786,up-in-warm,0.87863952588057,False
1_5116,239,23,8.784033244190072,8.206943864735924e-16,0.0235628550723098,Chr1,29301950.0,110,129,29319244,1466,6.683994e-05,up-in-warm,0.87863952588057,False
5_278,2,1,3.39318292767906,0.0199,0.0240541563431577,Chr5,1916678.5,2,0,1916537,1,0.066701695,up-in-warm,0.87863952588057,False
1_4690,125,12,7.0480217808981855,6.198371875020071e-09,0.0240639473795042,Chr1,26235171.0,74,51,26245183,141,0.036937207,up-in-warm,0.87863952588057,False
1_3129,12,1,3.757850604132147,0.1136151282838708,0.0241543755440741,Chr1,21872595.0,6,6,21870787,155,0.000756602,up-in-warm,0.87863952588057,False
1_4974,44,3,4.845381461777854,0.0097578791668705,0.0242955059677655,Chr1,27634495.0,24,20,27637345,265,0.020020008,up-in-warm,0.87863952588057,False
1_570,15,2,3.855789293821622,0.0096297734433647,0.0245799387456302,Chr1,4842191.0,9,6,4835217,331,0.09752254,up-in-warm,0.87863952588057,False
5_2541,1,1,3.34162511355179,0.01,0.0247030797195567,Chr5,22084177.0,1,0,22084177,67,0.3143223,up-in-warm,0.87863952588057,False
2_770,8,2,3.59514054597595,0.0026900777395207,0.0249391910014021,Chr2,7060620.5,6,2,7061189,3239,0.029946724,up-in-warm,0.87863952588057,False
1_4527,26,3,4.232347467390115,0.0021887611748319,0.0249393719049089,Chr1,25425185.0,20,6,25425185,1,0.08383341,up-in-warm,0.87863952588057,False
1_1157,66,4,5.505225745272126,0.0044034534071348,0.0249412603660604,Chr1,8541630.0,17,49,8541630,1,-0.030049425,down-in-warm,0.87863952588057,False
1_2787,3,0,3.4089610218959723,1.0,0.0250358810851976,Chr1,19760814.0,0,3,19760928,62,-0.20025933,down-in-warm,0.87863952588057,False
3_635,1,1,3.3337545535358304,0.01,0.0250694857881869,Chr3,7082826.0,1,0,7082826,1,0.37092623,up-in-warm,0.87863952588057,False
5_1217,13,1,3.769908407127532,0.1224789770010321,0.0252210084842732,Chr5,15765022.0,4,9,15765022,24,-0.025082547,down-in-warm,0.87863952588057,False
4_127,1,1,3.329451800202604,0.01,0.0252717149425779,Chr4,1137316.0,1,0,1137316,179,0.28092584,up-in-warm,0.87863952588057,False
1_1626,3,2,3.4017101318463028,0.000298,0.0253748733473416,Chr1,10964778.0,1,2,10964778,1,-0.01084058,down-in-warm,0.87863952588057,False
3_502,83,5,5.972597670853928,0.0015211936287157,0.0254681980043197,Chr3,4400644.0,45,38,4377088,891,0.03051415,up-in-warm,0.87863952588057,False
1_4911,17,1,3.906706810195698,0.1570568066160732,0.0254782014818709,Chr1,26926294.0,11,6,26926294,2,0.040467035,up-in-warm,0.87863952588057,False
4_2849,3,1,3.3981242146304416,0.029701,0.025543937332398,Chr4,16794138.0,3,0,16794138,2,0.03919883,up-in-warm,0.87863952588057,False
4_2409,1,1,3.321513148120101,0.01,0.0256484187856435,Chr4,11676454.0,1,0,11676454,4879,0.19562948,up-in-warm,0.87863952588057,False
3_410,19,1,3.967206716585671,0.1738313761644134,0.0259300182184332,Chr3,3465622.0,3,16,3463415,1,-0.046966713,down-in-warm,0.87863952588057,False
4_976,10,1,3.645986751444649,0.0956179249911955,0.025950002611634,Chr4,7945820.0,7,3,7945820,1,0.041380145,up-in-warm,0.87863952588057,False
3_2698,40,3,4.676045442938455,0.0074973633953959,0.0259677844757753,Chr3,18088487.0,21,19,18085296,1,0.029337749,up-in-warm,0.87863952588057,False
1_3552,41,3,4.707983556731673,0.008029755979504,0.0259893027427196,Chr1,22626073.0,21,20,22626073,2,0.022267433,up-in-warm,0.87863952588057,False
1_2892,38,1,4.605534776609522,0.317445404989613,0.0261965683520624,Chr1,21185432.0,14,24,21185432,1,-0.022396145,down-in-warm,0.87863952588057,False
4_2418,19,1,3.957151755662416,0.1738313761644134,0.0263918151159592,Chr4,11722931.0,15,4,11722931,1,0.07156844,up-in-warm,0.87863952588057,False
1_4368,235,17,8.657777889771523,4.0209445682234403e-10,0.0264135000557533,Chr1,24785842.0,83,152,24785842,1,-0.02077216,down-in-warm,0.87863952588057,False
2_394,29,2,4.297125732002069,0.0339593123793501,0.026593545037129,Chr2,1127381.0,22,7,1133948,1,0.04575689,up-in-warm,0.87863952588057,False
4_1612,2,1,3.338240075283308,0.0199,0.0266415418039872,Chr4,9334490.0,1,1,9332347,1,-0.0028025284,down-in-warm,0.87863952588057,False
4_459,376,21,8.619311951776055,4.4724162939471914e-10,0.0266908141717328,Chr4,5664439.0,170,206,5683891,13957,-0.0053621554,down-in-warm,0.87863952588057,False
2_486,44,3,4.786349564526456,0.0097578791668705,0.0267759701075022,Chr2,1465497.0,19,25,1465667,1,-0.014864626,down-in-warm,0.87863952588057,False
1_4506,4,0,3.3999916606049547,1.0,0.0272463928746247,Chr1,25332119.0,4,0,25327195,56,0.15548396,up-in-warm,0.8900488339044068,False
1_2847,16,2,3.830049979792756,0.0109328921625182,0.0274050781648108,Chr1,20142508.5,6,10,20142172,620,-0.026387833,down-in-warm,0.8912180576287351,False
1_578,6,1,3.4675012854573497,0.058519850599,0.0275416285861395,Chr1,4875064.0,2,4,4870888,226,-0.01959793,down-in-warm,0.8916602254762662,False
3_812,6,2,3.463626380556028,0.001460447605,0.0277354383162363,Chr3,8307622.0,4,2,8307622,1,0.06273849,up-in-warm,0.8939439940859806,False
5_503,8,2,3.5312958487160886,0.0026900777395207,0.0279973462988701,Chr5,6067855.0,5,3,6067855,1,0.032719325,up-in-warm,0.8943811291564019,False
1_3350,13,1,3.707661151450701,0.1224789770010321,0.0281789595659645,Chr1,22284264.0,6,7,22283864,152,0.0339977,up-in-warm,0.8943811291564019,False
3_2941,11,2,3.634859923985503,0.005179717490315,0.0282381413516829,Chr3,19053286.0,6,5,19053286,1,-0.04056293,down-in-warm,0.8943811291564019,False
3_2038,5,1,3.4169936839565804,0.0490099501,0.0282423164060695,Chr3,16624972.0,1,4,16624972,1,-0.028797988,down-in-warm,0.8943811291564019,False
2_625,77,6,5.730739522773211,0.00012918902702,0.0285792092337241,Chr2,5312914.0,36,41,5312914,54,0.014808226,up-in-warm,0.899875764800186,False
4_1972,49,6,4.897625594213402,9.671446244328493e-06,0.0288711388456328,Chr4,10121820.0,20,29,10121830,2609,-0.013305764,down-in-warm,0.899875764800186,False
3_696,171,13,7.792353360315698,2.47731047990542e-08,0.0289527225994226,Chr3,7695060.0,91,80,7722460,1936,0.02544992,up-in-warm,0.899875764800186,False
1_3933,5,1,3.402899097994423,0.0490099501,0.02897003514905,Chr1,23669406.0,1,4,23669406,1,-0.08039477,down-in-warm,0.899875764800186,False
5_242,30,4,4.278184624677701,0.0002225978986333,0.0290624524825934,Chr5,1566735.0,18,12,1566300,71,0.02816482,up-in-warm,0.899875764800186,False
3_1123,3,1,3.3257977400767254,0.029701,0.0291603426265918,Chr3,9808106.0,3,0,9808107,1079,0.16393562,up-in-warm,0.899875764800186,False
3_2034,10,1,3.573282003505539,0.0956179249911955,0.0295495476577236,Chr3,16620151.0,5,5,16620151,1,-0.0037421323,down-in-warm,0.9080225407364896,False
2_968,8,0,3.4928393052184763,1.0,0.0299857732976321,Chr2,9540355.5,6,2,9540086,1,0.100001164,up-in-warm,0.917539358457502,False
5_820,52,3,4.960647419231423,0.0153526257336591,0.0302736916179666,Chr5,9759807.0,24,28,9759808,1,-0.0086205285,down-in-warm,0.920174932513551,False
3_1516,7,2,3.4502446641897904,0.00203104163494,0.0303256768988884,Chr3,12384609.0,6,1,12383650,945,0.12313157,up-in-warm,0.920174932513551,False
4_1830,5,3,3.3748402879387367,9.850600000000027e-06,0.0304651653105845,Chr4,9770082.0,4,1,9769626,794,0.071673855,up-in-warm,0.9205557451348284,False
2_458,1,1,3.219980197626196,0.01,0.0308948440295522,Chr2,1251903.0,1,0,1251903,1,0.18308096,up-in-warm,0.9276920774248109,False
3_913,4,1,3.3292915218272143,0.03940399,0.0309571818445676,Chr3,8923479.0,4,0,8923308,147,0.08393738,up-in-warm,0.9276920774248109,False
1_3921,1,1,3.2025860980291614,0.01,0.0318771995464898,Chr1,23598099.0,1,0,23598099,62,0.26575932,up-in-warm,0.9409939866913541,False
1_1575,4,2,3.312622862805221,0.00059203,0.0318904741216569,Chr1,10628241.0,4,0,10628241,1,0.112540886,up-in-warm,0.9409939866913541,False
4_359,42,4,4.6119120437614685,0.0008264843165214,0.032004846952319,Chr4,4107440.0,14,28,4112609,1,-0.0067350874,down-in-warm,0.9409939866913541,False
4_428,314,21,8.765924584357265,1.6352093436015848e-11,0.0323266056210551,Chr4,5402981.0,124,190,5433511,1,-0.0041958094,down-in-warm,0.9409939866913541,False
3_1769,20,2,3.871722741863276,0.0168593376356518,0.0324573763389204,Chr3,15800688.0,7,13,15800688,1,-0.005354236,down-in-warm,0.9409939866913541,False
1_1760,2,1,3.228131574611997,0.0199,0.032528938094024,Chr1,11347056.0,2,0,11347056,1,0.08301269,up-in-warm,0.9409939866913541,False
4_1637,11,2,3.5537693880870034,0.005179717490315,0.0325543628226507,Chr4,9382416.0,8,3,9382416,1,0.032835577,up-in-warm,0.9409939866913541,False
3_1476,21,0,3.902004404130212,1.0,0.0326899050815158,Chr3,11796681.0,14,7,11799474,1,0.04489473,up-in-warm,0.9409939866913541,False
2_528,11,1,3.550265902437995,0.1046617457412836,0.0327524796631764,Chr2,2146648.0,9,2,2146648,1,0.08344119,up-in-warm,0.9409939866913541,False
1_4051,118,16,6.667582893582977,8.890936970009694e-14,0.0327772210646124,Chr1,23976911.0,75,43,23966786,839,0.04193756,up-in-warm,0.9409939866913541,False
4_104,6,1,3.368292941475158,0.058519850599,0.0328732607533607,Chr4,792014.0,3,3,792040,1102,0.037490457,up-in-warm,0.9409939866913541,False
4_1957,12,1,3.582245732348076,0.1136151282838708,0.0329581457004418,Chr4,10101155.0,9,3,10103520,94,0.047905788,up-in-warm,0.9409939866913541,False
5_61,26,3,4.060324941607537,0.0021887611748319,0.0333682823899508,Chr5,422945.0,12,14,418851,69,0.012399403,up-in-warm,0.9452229428621202,False
4_2382,13,0,3.610198160233656,1.0,0.0333865603226234,Chr4,11240422.0,5,8,11264788,171,0.013238912,up-in-warm,0.9452229428621202,False
2_1524,10,1,3.501557497875874,0.0956179249911955,0.03349728299994,Chr2,14995468.0,5,5,14999352,1,-0.00091593433,down-in-warm,0.9452229428621202,False
3_1126,3,1,3.241299365143291,0.029701,0.0339139667080394,Chr3,9866871.0,3,0,9867022,1,0.1048974,up-in-warm,0.9490370323184649,False
5_481,1,1,3.160046058935107,0.01,0.0343887731598914,Chr5,5706303.0,1,0,5706303,181,0.065457486,up-in-warm,0.9490370323184649,False
4_527,46,4,4.692251938866484,0.001167366492986,0.0344173933916863,Chr4,5930525.5,15,31,5932475,44957,-0.021085506,down-in-warm,0.9490370323184649,False
1_3080,12,1,3.5550911578783424,0.1136151282838708,0.0345308179989642,Chr1,21717790.0,5,7,21717790,1,-0.032460146,down-in-warm,0.9490370323184649,False
1_2000,42,2,4.562049345991697,0.066182322212583,0.0346321075698301,Chr1,12283694.0,15,27,12282179,1732,-0.008840067,down-in-warm,0.9490370323184649,False
1_1557,1,1,3.150792437220805,0.01,0.0349561066465262,Chr1,10295203.0,0,1,10295203,201,-0.2522256,down-in-warm,0.9490370323184649,False
1_4997,4,2,3.258822391102831,0.00059203,0.0350625794061431,Chr1,27796006.5,2,2,27796007,2,-0.01732037,down-in-warm,0.9490370323184649,False
1_5007,122,11,6.698690584942357,5.068380376242048e-08,0.0354305995968051,Chr1,27923302.0,70,52,27932599,1071,0.029035348,up-in-warm,0.9490370323184649,False
5_2619,5,1,3.2886725597971007,0.0490099501,0.0354609248807897,Chr5,22529221.0,5,0,22529221,1,0.07654964,up-in-warm,0.9490370323184649,False
1_4019,1,1,3.142550268540265,0.01,0.0354678760310155,Chr1,23830631.0,1,0,23830631,54,0.15761192,up-in-warm,0.9490370323184649,False
3_1273,2,1,3.17915939045033,0.0199,0.0354725966693048,Chr3,10599207.5,2,0,10599207,2,0.06740626,up-in-warm,0.9490370323184649,False
4_1989,12,1,3.538417895100705,0.1136151282838708,0.035526646136287,Chr4,10152699.0,8,4,10152699,2,0.068771034,up-in-warm,0.9490370323184649,False
3_1882,507,36,6.151804850586562,1.8227474441599932e-19,0.035651192330503,Chr3,16296000.0,194,313,16281785,1,-0.004005858,down-in-warm,0.9490370323184649,False
2_385,7,1,3.35149250187296,0.06793465209301,0.0360441516338931,Chr2,1093911.0,3,4,1093911,1,0.005825464,up-in-warm,0.9490370323184649,False
2_2079,1,1,3.131959464176319,0.01,0.0361344780288207,Chr2,19102160.0,0,1,19102160,225,-0.10910887,down-in-warm,0.9490370323184649,False
3_498,30,5,4.143549161517578,1.1567574525494248e-05,0.0362455332810194,Chr3,4266735.0,18,12,4266735,1,0.04786233,up-in-warm,0.9490370323184649,False
2_669,52,5,4.839069598948103,0.0001757760059167,0.0365221596333411,Chr2,6051806.5,21,31,6049769,1,0.009166812,up-in-warm,0.9490370323184649,False
4_2996,10,2,3.4448153530822685,0.0042662002428314,0.0369194784901896,Chr4,17779203.0,6,4,17779203,1,0.005319179,up-in-warm,0.9490370323184649,False
3_2306,1,1,3.119164576154406,0.01,0.0369534557268479,Chr3,17082289.0,1,0,17082289,173,0.18581358,up-in-warm,0.9490370323184649,False
1_2336,2,0,3.152870654641309,1.0,0.0371407725445981,Chr1,17220992.0,2,0,17220753,1,0.25606537,up-in-warm,0.9490370323184649,False
2_845,4,1,3.224764457810509,0.03940399,0.0372013010432152,Chr2,7818487.0,2,2,7812639,72,0.039912168,up-in-warm,0.9490370323184649,False
4_2080,2,1,3.15101290823729,0.0199,0.03726104314686,Chr4,10326291.0,0,2,10326306,64,-0.12012542,down-in-warm,0.9490370323184649,False
5_1206,10,2,3.432778878964297,0.0042662002428314,0.0376809832180908,Chr5,15624923.0,5,5,15624923,1,0.0012393699,up-in-warm,0.9490370323184649,False
2_1318,15,1,3.604549373849336,0.1399416453587116,0.0379594203404415,Chr2,12316868.0,13,2,12316829,1,0.13161376,up-in-warm,0.9490370323184649,False
1_1966,150,14,7.2034048546121845,5.022501322548314e-10,0.0384148965325653,Chr1,11982281.0,77,73,11980310,1772,0.03512684,up-in-warm,0.9490370323184649,False
2_22,10,1,3.4208165148692364,0.0956179249911955,0.0384504549812412,Chr2,170568.0,8,2,170568,1,0.08141276,up-in-warm,0.9490370323184649,False
2_1676,33,4,4.204372377342731,0.0003245333806745,0.0385088112898951,Chr2,16281237.0,20,13,16283574,109,0.034215126,up-in-warm,0.9490370323184649,False
3_1475,48,4,4.679872319353799,0.0013700997432503,0.038598454180917,Chr3,11792302.0,16,32,11792302,9,-0.014292327,down-in-warm,0.9490370323184649,False
5_169,1,1,3.091443865130266,0.01,0.0387799001266612,Chr5,992369.0,1,0,992369,1,0.087644495,up-in-warm,0.9490370323184649,False
5_721,9,1,3.376349553947972,0.0864827525163591,0.0390331421530569,Chr5,8425450.0,7,2,8425756,1471,0.03592231,up-in-warm,0.9490370323184649,False
1_4129,3,1,3.160072611858164,0.029701,0.0390670970374334,Chr1,24091235.0,3,0,24090955,254,0.12101721,up-in-warm,0.9490370323184649,False
1_1801,18,1,3.6912820379035,0.1654862385499125,0.0390678543709402,Chr1,11389916.0,3,15,11389916,1,-0.050974317,down-in-warm,0.9490370323184649,False
3_683,48,4,4.665965650737854,0.0013700997432503,0.039419974123338,Chr3,7502340.0,22,26,7502340,1,0.0062677027,up-in-warm,0.9490370323184649,False
4_2945,4,0,3.189328349094479,1.0,0.0395385303826736,Chr4,17422407.0,4,0,17422232,1,0.15732,up-in-warm,0.9490370323184649,False
5_3041,2,1,3.113007638702633,0.0199,0.0397921259198741,Chr5,26251946.0,2,0,26251946,1,0.028259536,up-in-warm,0.9490370323184649,False
1_2938,3,1,3.1460840338887746,0.029701,0.0400158197610037,Chr1,21367948.0,1,2,21367948,240,-0.07516592,down-in-warm,0.9490370323184649,False
3_1074,6,1,3.251023150725736,0.058519850599,0.0402438185630323,Chr3,9549969.0,3,3,9549969,1,0.052974522,up-in-warm,0.9490370323184649,False
4_3011,1,1,3.066061770980329,0.01,0.0405161184297603,Chr4,17809327.0,1,0,17809327,64,0.066694945,up-in-warm,0.9490370323184649,False
3_795,7,2,3.2818061718465605,0.00203104163494,0.0405888842663687,Chr3,8273218.0,5,2,8270614,650,0.03865506,up-in-warm,0.9490370323184649,False
1_949,6,1,3.24028414338579,0.058519850599,0.0409810964440769,Chr1,7715975.0,1,5,7714706,445,-0.071424924,down-in-warm,0.9490370323184649,False
5_1782,1,1,3.0568635056729616,0.01,0.0411606801677681,Chr5,17438315.0,0,1,17438315,431,-0.12833184,down-in-warm,0.9490370323184649,False
2_52,7,0,3.272289826895006,1.0,0.041244131276013,Chr2,208308.0,4,3,208300,67,0.027284576,up-in-warm,0.9490370323184649,False
1_3727,34,1,4.19171795791467,0.2894467727277079,0.0413355763222652,Chr1,22987313.0,30,4,22985690,1,0.085496,up-in-warm,0.9490370323184649,False
4_2048,5,1,3.1949893479027627,0.0490099501,0.0416348723361011,Chr4,10287179.0,1,4,10287097,6,-0.045649666,down-in-warm,0.9490370323184649,False
2_1018,60,3,4.985007451194991,0.0224201647888354,0.0419422901798726,Chr2,10118673.0,27,33,10119452,1,-0.0008009456,down-in-warm,0.9490370323184649,False
1_1689,2,1,3.080660376768665,0.0199,0.0420549393577061,Chr1,11116615.0,0,2,11116399,1,-0.08964591,down-in-warm,0.9490370323184649,False
1_3910,28,1,3.983590658623929,0.2452807127963674,0.0420675403868133,Chr1,23486228.0,14,14,23486228,1,0.0060750633,up-in-warm,0.9490370323184649,False
1_1064,56,2,4.863395367671877,0.1082001375357606,0.0421541462819435,Chr1,7952917.0,25,31,7963377,200,0.0026493245,up-in-warm,0.9490370323184649,False
4_1614,15,2,3.5368453648072915,0.0096297734433647,0.0424402568564473,Chr4,9345766.0,7,8,9349262,1,-0.0102763735,down-in-warm,0.9490370323184649,False
1_4240,25,1,3.8695787198406655,0.2221786406008534,0.043008947679911,Chr1,24450197.0,9,16,24450197,1,-0.022739492,down-in-warm,0.9490370323184649,False
5_535,48,6,4.607366462950849,8.559985217362771e-06,0.043039220905811,Chr5,6679393.0,20,28,6639228,96,-0.008752614,down-in-warm,0.9490370323184649,False
3_1811,1,1,3.0251183659910383,0.01,0.0434493121280492,Chr3,16122562.0,0,1,16122562,1,-0.116711706,down-in-warm,0.9490370323184649,False
3_1271,1,1,3.0251183659910383,0.01,0.0434493121280492,Chr3,10589052.0,0,1,10589052,1,-0.116711706,down-in-warm,0.9490370323184649,False
3_2039,4,0,3.1331376722386968,1.0,0.0434882498984048,Chr3,16625224.0,3,1,16625186,81,0.053232007,up-in-warm,0.9490370323184649,False
3_2116,9,2,3.311263662302097,0.0034357300178462,0.0435150637812363,Chr3,16738987.0,4,5,16738987,1,0.009993542,up-in-warm,0.9490370323184649,False
